strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/Italy/ABR-IZSGC-TE3214/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883297	RP Guardiagrele-Ospedale di Comunità	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE3211/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883291	RP Guardiagrele-Ospedale di Comunità	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE4006/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883292	SIESP CHIETI-DRIVE IN ORTONA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE2694/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883290	SIESP CHIETI-DRIVE IN CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE3148/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883298	SIESP DIPARTIMENTO DI PREVENZIONE CHIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE3150/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883299	SIESP DIPARTIMENTO DI PREVENZIONE CHIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5119/2021	2021-01-04	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883300	SIESP CHIETI-DRIVE IN CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Slovakia/UKBA-718/2021	2021-01-04	20I/501Y.V1	Slovakia	Prievidza	Prievidza	EPI_ISL_875517	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa	NA	
hCoV-19/France/IDF-IPP00125/2021	2021-01-04	20I/501Y.V1	France	Ile de France	Ile de France	EPI_ISL_846646	Labo Analyses Med	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Coignard Catherine	NA	Ivry-Sur-Seine
hCoV-19/England/210141155/2021	2021-01-04	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1296496	Respiratory Virus Unit, National Infection Service, Public Health England	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	PHE Covid Sequencing Team	NA	
hCoV-19/Switzerland/VS-32867209/2021	2021-01-04	20I/501Y.V1	Switzerland	Wallis	Wallis	EPI_ISL_860252	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	HUG, Laboratory of Virology and Universitätsspital Basel	NA	Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Tim Roloff, Madlen Stange, Helena MB Seth-Smith, Alfredo Mari, Karoline Leuzinger, Julia Bielicki, Manuel Battegay, Hans Hirsch, Adrian Egli	NA	
hCoV-19/Denmark/DCGC-37842/2021	2021-01-04	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_928983	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-26026/2021	2021-01-04	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_818300	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-25744/2021	2021-01-04	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_818298	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/England/LOND-12F94EB/2021	2021-01-04	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1309100	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer	NA	
hCoV-19/Switzerland/VD-ETHZ-481476/2021	2021-01-04	20I/501Y.V1	Switzerland	Vaud	Vaud	EPI_ISL_1130690	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Chaoran Chen, Sarah Nadeau, Ivan Topolsky, Emmanouil Dermitzakis, Keith Harshman, Ioannis Xenarios, Henri Pegeot, Lorenzo Cerutti, Deborah Penet, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza,  Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/CzechRepublic/NRL_237/2021	2021-01-04	20I/501Y.V1	Czech Republic	Hradec Králové Region	Hradec Králové Region	EPI_ISL_850682	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Trnka,D;Vecerova,J"	NA	Trutnov
hCoV-19/Slovakia/10460106/2021	2021-01-04	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_1280161	Department of Genetics, Medirex	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	NA	Tatiana Sedláčková, Miroslav Böhmer, Renáta Lukačková, Gabriel Minárik, Anna Gičová, Werner Krampl, Diana Rusňáková, Jaroslav Budiš, Tomáš Szemes	NA	
hCoV-19/Slovakia/10460094/2021	2021-01-04	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_1280156	Department of Genetics, Medirex	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	NA	Tatiana Sedláčková, Miroslav Böhmer, Renáta Lukačková, Gabriel Minárik, Anna Gičová, Werner Krampl, Diana Rusňáková, Jaroslav Budiš, Tomáš Szemes	NA	
hCoV-19/Slovakia/10460107/2021	2021-01-04	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_1280162	Department of Genetics, Medirex	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	NA	Tatiana Sedláčková, Miroslav Böhmer, Renáta Lukačková, Gabriel Minárik, Anna Gičová, Werner Krampl, Diana Rusňáková, Jaroslav Budiš, Tomáš Szemes	NA	
hCoV-19/CzechRepublic/NRL_236/2021	2021-01-04	20I/501Y.V1	Czech Republic	Hradec Králové Region	Hradec Králové Region	EPI_ISL_850681	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Trnka,D;Vecerova,J"	NA	Staré Hrady
hCoV-19/Slovakia/10460085/2021	2021-01-04	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_1280154	Department of Genetics, Medirex	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	NA	Tatiana Sedláčková, Miroslav Böhmer, Renáta Lukačková, Gabriel Minárik, Anna Gičová, Werner Krampl, Diana Rusňáková, Jaroslav Budiš, Tomáš Szemes	NA	
hCoV-19/CzechRepublic/NRL_235/2021	2021-01-04	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850680	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Trnka,D;Vecerova,J"	NA	
hCoV-19/CzechRepublic/NRL_233/2021	2021-01-04	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850678	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Trnka,D;Vecerova,J"	NA	
hCoV-19/CzechRepublic/NRL_238/2021	2021-01-04	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850683	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Trnka,D;Vecerova,J"	NA	
hCoV-19/France/NAQ-0001064/2021	2021-01-05	20I/501Y.V1	France	Nouvelle-Aquitaine	Nouvelle-Aquitaine	EPI_ISL_1190798	CENTRE HOSPITALIER POITIERS	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Règue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Poitiers
hCoV-19/Italy/LAZ-INMI-153/2021	2021-01-05	20I/501Y.V1	Italy	Lazio	Lazio	EPI_ISL_882919	INMI Lazzaro Spallanzani IRCCS	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	INMI Lazzaro Spallanzani IRCCS	NA	C.E.M Gruber, B Bartolini, E Giombini, M Rueca, O Butera, F Messina, A Di Caro, MR Capobianchi	NA	
hCoV-19/England/LOND-12FAB03/2021	2021-01-05	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1386906	University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Samuel Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer	NA	
hCoV-19/England/BIRM-BCYEE4/2021	2021-01-05	20I/501Y.V1	United Kingdom	England	England	EPI_ISL_1474497	University of Birmingham	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	Institute of Microbiology, University of Birmingham: Claire McMurray, Joanne Stockton, Samuel Nicholls, Radoslaw Poplawski, Will Rowe, Josh Quick, Nicholas Loman. University of Birmingham Testing Laboratory:  Celina M Whalley, Andrew Bosworth, Charlotte Poxon, Kasun Wanigasooriya, Oliver Pickles, Mike Kidd, Alex Richter, Andrew D Beggs PHE Heartlands Lab: Husam Osman, Andrew Bosworth. Queen Elizabeth Hospital: Anna Casey	NA	
hCoV-19/Switzerland/AG-UHB-301226-1010/2021	2021-01-05	20I/501Y.V1	Switzerland	Aargau	Aargau	EPI_ISL_896091	Kantonsspital Aarau, Institut für Labormedizin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	University Hospital Basel, Clinical Bacteriology	NA	Tim Roloff, Madlen Stange, Helena MB Seth-Smith, Alfredo Mari, Karoline Leuzinger, Julia Bielicki,  Michael Oberle, Manuel Battegay, Hans Hirsch, Adrian Egli	NA	
hCoV-19/France/HDF-IPP00670/2021	2021-01-05	20I/501Y.V1	France	Nord Pas de Calais	Nord Pas de Calais	EPI_ISL_872236	Hopital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf,Guigon AuréLie	NA	Lille
hCoV-19/Switzerland/AG-ETHZ-481555/2021	2021-01-05	20I/501Y.V1	Switzerland	Aargau	Aargau	EPI_ISL_1129419	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Chaoran Chen, Sarah Nadeau, Ivan Topolsky, Emmanouil Dermitzakis, Keith Harshman, Ioannis Xenarios, Henri Pegeot, Lorenzo Cerutti, Deborah Penet, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza,  Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/Switzerland/LU-ETHZ-480777/2021	2021-01-05	20I/501Y.V1	Switzerland	Lucerne	Lucerne	EPI_ISL_1130145	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Christian Beisel, Sarah Nadeau, Chaoran Chen, Ivan Topolsky, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Rebecca Denes, Mirjam Feldkamp, Ina Nissen, Natascha Santacroce, Elodie Burcklen, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza, Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/France/PAC-HCL021011701101/2021	2021-01-05	20I/501Y.V1	France	Provence-Alpes-Cote dAzur	Provence-Alpes-Cote dAzur	EPI_ISL_1359946	CENTRE HOSPITALIER DU PAYS D'AIX	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CNR Virus des Infections Respiratoires - France SUD	NA	Antonin Bal, Gregory Destras, Gwendolyne Burfin, Hadrien Regue, Quentin Semanas, Martine Valette, Bruno Lina, Laurence Josset	NA	Aix-en-Provence
hCoV-19/France/NOR-IPP00113/2021	2021-01-05	20I/501Y.V1	France	Normandie	Normandie	EPI_ISL_846644	Hopital	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	NA	Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Camille Capel, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf	NA	Le Havre
hCoV-19/Italy/ABR-IZSGC-TE5708/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883303	SIESP DIPARTIMENTO DI PREVENZIONE CHIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5798/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_935158	SIESP CHIETI	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5787/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883305	SIESP DIPARTIMENTO DI PREVENZIONE CHIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5729/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883304	SIESP DIPARTIMENTO DI PREVENZIONE CHIE	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5959/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883293	SIESP CHIETI-DRIVE IN LANCIANO	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5841/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883301	RP Guardiagrele-Ospedale di Comunità	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5844/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883302	RP Guardiagrele-Ospedale di Comunità	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE5838/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_883295	RP Guardiagrele-Ospedale di Comunità	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Italy/ABR-IZSGC-TE6985/2021	2021-01-05	20I/501Y.V1	Italy	Abruzzo	Abruzzo	EPI_ISL_935157	SIESP CHIETI-DRIVE IN ORTONA	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”	NA	Lorusso A, Marcacci M, Di Domenico M, Ancora M, Curini V, Mangone I, Rinaldi A, Scialabba S, Di Pasquale A, Cammà C, Puglia I, Calistri P, Savini G	NA	
hCoV-19/Switzerland/GE-ETHZ-440278/2021	2021-01-05	20I/501Y.V1	Switzerland	Geneva	Geneva	EPI_ISL_1130076	Viollier AG	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Department of Biosystems Science and Engineering, ETH Zürich	NA	Christian Beisel, Sarah Nadeau, Chaoran Chen, Ivan Topolsky, Philipp Jablonski, Lara Fuhrmann, David Dreifuss, Katharina Jahn, Rebecca Denes, Mirjam Feldkamp, Ina Nissen, Natascha Santacroce, Elodie Burcklen, Christiane Beckmann, Maurice Redondo, Olivier Kobel, Christoph Noppen, Sophie Seidel, Noemie Santamaria de Souza, Niko Beerenwinkel, Tanja Stadler	NA	
hCoV-19/Scotland/EDB16827/2021	2021-01-05	20I/501Y.V1	United Kingdom	Scotland	Scotland	EPI_ISL_1308848	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian / School of Biological Sciences, University of Edinburgh	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	COVID-19 Genomics UK (COG-UK) Consortium	NA	McHugh M, Dewar R, Cotton S, Rooke S, O’Toole Á, Scher E, Hill V, McCrone JT, Colquhoun R, Yu X, Jackson B, Rambaut A, Templeton K	NA	
hCoV-19/CzechRepublic/NRL_2311_21/2021	2021-01-05	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261220	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE	NA	Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy	NA	
hCoV-19/CzechRepublic/NRL_242/2021	2021-01-05	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_882944	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Vecerova,JTrnka,D"	NA	
hCoV-19/CzechRepublic/NRL_2314_21/2021	2021-01-05	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261325	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE	NA	Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy	NA	
hCoV-19/CzechRepublic/NRL_2309_21/2021	2021-01-05	20I/501Y.V1	Czech Republic	Nachod	Nachod	EPI_ISL_1261323	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	National Reference Laboratory for Influenza and Respiratory Viruses CZE	NA	Helena Jirincova, Jaromira Vecerova, Timotej Suri, Dusan Trnka, Alexander Nagy	NA	
hCoV-19/CzechRepublic/NRL_239/2021	2021-01-05	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_850684	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Trnka,D;Vecerova,J"	NA	
